id,title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,adult,runtime,budget,revenue,cast,director,keywords,poster_url
185,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?","['Science Fiction', 'Crime']",8.187,13111,1971-12-19,en,7.5675,False,137,2200000,27033812,"['Malcolm McDowell', 'Patrick Magee', 'Carl Duering', 'Michael Bates', 'Warren Clarke']",Stanley Kubrick,"['london, england', 'robbery', 'street gang', 'great britain', 'based on novel or book', 'nihilism', 'parent child relationship', 'society', 'sexuality', 'social worker', 'psychopath', 'dystopia', 'dark comedy', 'satire', 'beating', 'juvenile delinquent', 'home invasion', 'sex crime', 'speculative', 'futuristic society', 'philosophical', 'ultraviolence', 'social decay', 'dreary', 'cautionary', 'critical', 'tense', 'intense', 'audacious', 'mean spirited']",https://image.tmdb.org/t/p/w500/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
68735,Warcraft,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.","['Action', 'Adventure', 'Fantasy']",6.383,6885,2016-05-25,en,7.567,False,123,160000000,433677183,"['Travis Fimmel', 'Paula Patton', '飞看操逼片网址：448𝟖𝟒𝟔𝟵.com  看操逼片网址：448𝟖𝟒𝟔𝟵.com', 'Dominic Cooper', 'Ben Schnetzer']",Duncan Jones,"['orcs', 'elves', 'magic', 'portal', 'betrayal', 'world of warcraft', 'king', 'guardian', 'based on video game', 'wizard', 'chieftain', 'fictional language', 'warrior', 'clans', 'horde', 'live action and animation', 'muscles', 'warcraft', 'sword and sorcery', 'mage', 'dwarves', 'fictional world', 'gryphon', 'evil sorcerer', 'draining souls']",https://image.tmdb.org/t/p/w500/nZIIOs06YigBnvmlJ2hxZeA8eTO.jpg
419743,Disobedience,"A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.","['Drama', 'Romance']",6.9,1215,2018-04-24,en,7.5664,False,114,6000000,8000000,"['Rachel Weisz', 'Rachel McAdams', 'Alessandro Nivola', 'Allan Corduner', 'Anton Lesser']",Sebastián Lelio,"['forbidden love', 'lgbt', 'childhood friends', 'jewish culture', 'orthodox jewish', 'jewish lgbt', 'lesbian', 'return to hometown']",https://image.tmdb.org/t/p/w500/skPT4ffWhlmmDOMNEdxOiP6Emfz.jpg
440,Aliens vs Predator: Requiem,"After a horrifying PredAlien crash-lands near a small Colorado town, killing everyone it encounters and producing countless Alien offspring, a lone Predator arrives to ""clean up"" the infestation.","['Action', 'Science Fiction', 'Thriller', 'Horror']",5.171,3010,2007-12-25,en,7.5649,False,94,40000000,130290885,"['Steven Pasquale', 'Reiko Aylesworth', 'John Ortiz', 'Johnny Lewis', 'Ariel Gade']",Colin Strause,"['predator', 'hybrid', 'colorado', 'national guard', 'morgue', 'alien', 'creature', 'alien possession', 'triangle', 'infestation', 'xenomorph', 'baffled', 'dubious', 'ridiculous']",https://image.tmdb.org/t/p/w500/jCyJN1vj8jqJJ0vNw4hDH2KlySO.jpg
21316,Leroy & Stitch,"Lilo, Stitch, Jumba, and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo, but Lilo realizes her alien friends have places where they belong – and it's finally time to say ""aloha"".","['Animation', 'Comedy', 'Family', 'TV Movie']",6.6,538,2006-06-23,en,7.562,False,73,0,0,"['Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'Zoe Caldwell', 'Kevin McDonald']",Bobs Gannaway,"['spacecraft', 'alien', 'cloning']",https://image.tmdb.org/t/p/w500/8ddTcTllI5U1Gq2EvGYE2CBprOS.jpg
402900,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.","['Crime', 'Comedy', 'Action']",6.973,8392,2018-06-07,en,8.7036,False,111,70000000,297718711,"['Sandra Bullock', 'Cate Blanchett', 'Sarah Paulson', 'Anne Hathaway', 'Awkwafina']",Gary Ross,"['new york city', 'heist', 'spin off', 'estranged sister', 'the met gala', 'cliché']",https://image.tmdb.org/t/p/w500/MvYpKlpFukTivnlBhizGbkAe3v.jpg
127380,Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,"['Adventure', 'Animation', 'Comedy', 'Family']",7.037,12183,2016-06-16,en,6.9178,False,97,200000000,1028600000,"['Albert Brooks', 'Ellen DeGeneres', ""Ed O'Neill"", 'Hayden Rolence', 'Diane Keaton']",Andrew Stanton,"['fish', 'amnesia', 'octopus', 'sequel', 'anthropomorphism', 'underwater', 'aftercreditsstinger', 'clownfish']",https://image.tmdb.org/t/p/w500/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg
291805,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","['Crime', 'Thriller', 'Action', 'Mystery']",6.823,10864,2016-06-02,en,7.549,False,129,120000000,334897606,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Morgan Freeman', 'Dave Franco']",Jon M. Chu,"['prison', 'new york city', 'magic', 'kidnapping', 'fbi', 'card trick', 'secret society', 'hypnosis', 'illusion', 'twin brother', 'heist', 'revenge', 'vigilante', 'on the run', 'fake death', 'macau', 'curious', 'perception', 'illusionist', 'secrecy', 'illusionism', 'debunker', 'sleight of hand', 'fbi agent']",https://image.tmdb.org/t/p/w500/A81kDB6a1K86YLlcOtZB27jriJh.jpg
664413,365 Days,"A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.","['Romance', 'Drama']",7.027,9131,2020-02-07,pl,7.5444,False,116,0,9458590,"['Anna-Maria Sieklucka', 'Michele Morrone', 'Bronisław Wrocławski', 'Otar Saralidze', 'Magdalena Lamparska']",Barbara Białowąs,"['kidnapping', 'gangster', 'yacht', 'nightclub', 'mansion', 'prostitution', 'relationship', 'softcore', 'mature', 'bdsm', 'rich man poor woman', 'disturbed', 'aggressive', 'abduction', 'sex', 'antagonistic', 'arrogant', 'disgusted', 'disrespectful']",https://image.tmdb.org/t/p/w500/6KwrHucIE3CvNT7kTm2MAlZ4fYF.jpg
76493,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,['Comedy'],6.197,5975,2012-05-15,en,7.5409,False,83,65000000,179379533,"['Sacha Baron Cohen', 'Ben Kingsley', 'Anna Faris', 'Jason Mantzoukas', 'Sayed Badreya']",Larry Charles,"['petrol', 'culture clash', 'dictator', ""coup d'etat"", 'satire', 'parody', 'uncle', 'conspiracy', 'female soldier', 'united nations', 'weapon of mass destruction', 'dissident', 'grocery store', 'identity swap', 'ironic', 'hilarious']",https://image.tmdb.org/t/p/w500/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg
364,Batman Returns,"Batman must face The Penguin, a sewer-dwelling gangleader intent on being accepted into Gotham society.  Meanwhile, another Gotham resident finds herself transformed into Catwoman and is out for revenge...","['Action', 'Fantasy']",6.934,6655,1992-06-19,en,7.5383,False,126,80000000,280000000,"['Danny DeVito', 'Michelle Pfeiffer', 'Michael Keaton', 'Christopher Walken', 'Michael Gough']",Tim Burton,"['double life', 'corruption', 'darkness', 'crime fighter', 'superhero', 'hallucination', 'villain', 'christmas tree', 'based on comic', 'revenge', 'vigilante', 'dark hero', 'super power', 'super villain', 'deformed', 'bird cage', 'evil circus', 'christmas', 'good versus evil']",https://image.tmdb.org/t/p/w500/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg
459003,Mavka: The Forest Song,"Mavka, a Soul of the Forest, faces an impossible choice between love and her duty as Guardian of the Heart of the Forest when she falls for a human, a talented young musician named Lukas.","['Animation', 'Adventure', 'Family', 'Fantasy']",7.185,794,2023-03-02,uk,7.5351,False,99,5000000,17974964,"['Natalka Denysenko', 'Artem Pyvovarov', 'Nazar Zadniprovskyi', 'Oleh Skrypka', 'Olena Kravets']",Oleg Malamuzh,"['based on novel or book', 'fairy', 'nature', 'folklore', 'based on myths, legends or folklore', 'mavka', 'ukrainian folklore', 'independent film', 'love vs duty']",https://image.tmdb.org/t/p/w500/eeJjd9JU2Mdj9d7nWRFLWlrcExi.jpg
788,Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.","['Comedy', 'Drama', 'Family']",7.2,6223,1993-11-24,en,7.5348,False,125,25000000,441286195,"['Robin Williams', 'Sally Field', 'Lisa Jakub', 'Matthew Lawrence', 'Mara Wilson']",Chris Columbus,"['mask', 'parent child relationship', 'san francisco, california', 'social worker', 'transvestite', 'nanny', 'restaurant', 'fake identity', 'custody battle', 'responsibility', 'voice acting', 'divorced couple']",https://image.tmdb.org/t/p/w500/shHrSmXS5140o6sQzgzXxn3KqSm.jpg
1048241,My Spy The Eternal City,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear plot targeting the Vatican.","['Action', 'Comedy']",6.7,376,2024-07-18,en,7.5294,False,112,0,0,"['Dave Bautista', 'Chloe Coleman', 'Kristen Schaal', 'Ken Jeong', 'Anna Faris']",Peter Segal,"['central intelligence agency (cia)', 'spy', 'sequel', 'adult child friendship', 'male female friendship']",https://image.tmdb.org/t/p/w500/Bf3vCfM94bSJ1saZlyi0UW0e0U.jpg
2907,The Addams Family,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.","['Comedy', 'Fantasy']",7.049,4680,1991-11-22,en,7.5206,False,100,30000000,191502426,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd', 'Christina Ricci', 'Carel Struycken']",Barry Sonnenfeld,"['dancing', 'dead wish', 'secret passage', 'fencing', 'black humor', 'uncle', 'eccentric', 'mansion', 'loan shark', 'accountant', 'creepy', 'disembodied hand', 'anxious', 'long lost sibling']",https://image.tmdb.org/t/p/w500/qFf8anju5f2epI0my8RdwwIXFIP.jpg
9602,Coming to America,"An African prince decides it’s time for him to find a princess... and his mission leads him and his most loyal friend to Queens, New York. In disguise as an impoverished immigrant, the pampered prince quickly finds himself a new job, new friends, new digs, new enemies and lots of trouble.","['Comedy', 'Romance']",6.9,4430,1988-06-29,en,7.5205,False,117,30000000,288752301,"['Eddie Murphy', 'Arsenio Hall', 'Shari Headley', 'John Amos', 'James Earl Jones']",John Landis,"['new york city', 'fast food restaurant', 'prince', 'fake identity', 'heir to the throne', 'royal family', 'fish out of water', 'rich man', 'searching for love', 'rich family', 'satirical', 'pretending to be poor', 'absurd', 'hilarious', 'ambiguous', 'amused', 'exhilarated', 'familiar', 'melodramatic', 'african american romance', 'african american lead', 'african royalty']",https://image.tmdb.org/t/p/w500/djRAvxyvvN2yqlJKDbT3uy4vOBw.jpg
509967,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.","['Action', 'Comedy', 'Thriller']",6.344,4839,2019-12-10,en,7.5194,False,128,150000000,0,"['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy', 'Adria Arjona']",Michael Bay,"['dictator', 'florence, italy', 'shootout', 'fictitious country', 'evil dictator', 'anxious', 'action packed', 'street shootout', 'amused', 'ridiculous']",https://image.tmdb.org/t/p/w500/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg
72545,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.","['Adventure', 'Action', 'Science Fiction']",6.147,4311,2012-01-19,en,7.5069,False,94,79000000,355692760,"['Dwayne Johnson', 'Josh Hutcherson', 'Vanessa Hudgens', 'Luis Guzmán', 'Michael Caine']",Brad Peyton,"['mission', 'giant lizard', 'missing person', 'duringcreditsstinger']",https://image.tmdb.org/t/p/w500/8WbZOiplh0xuVNVYhYPxsLa7BM5.jpg
5689,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?","['Romance', 'Adventure']",6.163,1869,1980-07-05,en,7.5049,False,104,4500000,58853106,"['Brooke Shields', 'Christopher Atkins', 'Leo McKern', 'William Daniels', 'Jeffrey Kleiser']",Randal Kleiser,"['sexual identity', 'shipwreck', 'melancholy', 'lovers', 'stranded', 'marooned', 'pacific island', 'deserted island', 'tropical island', 'lost at sea', 'wistful', 'incredulous', 'sentimental']",https://image.tmdb.org/t/p/w500/vSYaATEBqsy0Ad4CQxs3D5IXQUm.jpg
9323,Ghost in the Shell,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.","['Action', 'Animation', 'Science Fiction']",7.9,3492,1995-11-18,ja,7.5022,False,83,3000000,10000000,"['Atsuko Tanaka', 'Akio Otsuka', 'Iemasa Kayumi', 'Koichi Yamadera', 'Yutaka Nakano']",Mamoru Oshii,"['android', 'man vs machine', 'artificial intelligence (a.i.)', 'computer virus', 'cyborg', 'dystopia', 'implantat', 'fugitive', 'female protagonist', 'cyberpunk', 'based on manga', 'adult animation', 'tech noir', 'anime']",https://image.tmdb.org/t/p/w500/9gC88zYUBARRSThcG93MvW14sqx.jpg
11220,Fallen Angels,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.","['Action', 'Romance', 'Crime']",7.68,1105,1995-09-06,cn,7.5002,False,98,0,0,"['Leon Lai', 'Charlie Yeung', 'Takeshi Kaneshiro', 'Karen Mok', 'Michelle Reis']",Wong Kar-wai,"['assassin', 'hitman', 'gambling', 'cigarette', 'surreal', 'beer', 'love', 'hong kong', 'drifter', 'bullet wound', 'killer', 'masturbation', 'infatuation', 'ice cream truck', 'mysterious', 'detached', 'ambiguous']",https://image.tmdb.org/t/p/w500/yyM9BPdwttK5LKZSLvHae7QPKo1.jpg
1210794,Trouble,"Wrongfully convicted of murder, a clumsy electronics salesman faces police corruption and criminal conspiracies in an attempt to prove his innocence.","['Action', 'Comedy', 'Crime']",6.716,167,2024-10-02,sv,7.5,False,98,0,0,"['Filip Berg', 'Amy Deasismont', 'Joakim Sällquist', 'Eva Melander', 'Måns Nathanaelson']",Jon Holmberg,"['remake', 'joyful']",https://image.tmdb.org/t/p/w500/ildbg7ho14EHbt1fZWAkgqIyPqy.jpg
24420,The Time Traveler's Wife,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.","['Drama', 'Romance', 'Fantasy']",6.932,2527,2009-08-14,en,7.4975,False,108,39000000,101344412,"['Eric Bana', 'Rachel McAdams', 'Michelle Nolden', 'Arliss Howard', 'Ron Livingston']",Robert Schwentke,"['future', 'husband wife relationship', 'based on novel or book', 'time travel', 'time', 'love', 'travel', 'tragic love', 'relationship', 'disorder', 'genetic disorder', 'loving']",https://image.tmdb.org/t/p/w500/J3ewuzQwhFro0pDpdcbZ4j7MYy.jpg
423204,Angel Has Fallen,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.","['Action', 'Thriller']",6.594,3579,2019-08-21,en,7.4972,False,122,40000000,146661977,"['Gerard Butler', 'Morgan Freeman', 'Jada Pinkett Smith', 'Nick Nolte', 'Danny Huston']",Ric Roman Waugh,"['usa president', 'sequel', 'secret service', 'framed for a crime', 'terrorist plot', 'assassination attempt', 'survivalism', 'u.s. secret service agent', 'manhunt', 'father son relationship', 'intense', 'audacious', 'mean spirited']",https://image.tmdb.org/t/p/w500/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg
1250,Ghost Rider,"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.","['Thriller', 'Action', 'Fantasy']",5.573,6041,2007-01-15,en,7.4903,False,114,110000000,228738393,"['Nicolas Cage', 'Eva Mendes', 'Sam Elliott', 'Wes Bentley', 'Peter Fonda']",Mark Steven Johnson,"['dying and death', 'religion and supernatural', 'superhero', 'possession', ""devil's son"", 'stunt', 'flame', 'stuntman', 'one-man show', 'based on comic', 'soul selling', 'fallen angel', 'motorcycle', 'devil', 'person on fire', 'demon', 'first love', 'news reporter', 'stunt riding', 'supernatural horror', 'tortured soul', 'lost souls', 'deal with the devil']",https://image.tmdb.org/t/p/w500/d9Oan9XJJ6gRJa64Ifsgp1sXbC4.jpg
193756,Lone Survivor,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.","['War', 'Action', 'Drama']",7.439,4414,2013-12-24,en,7.3597,False,121,40000000,149295601,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', '飞看操逼片网址：448𝟖𝟒𝟔𝟵.com  看操逼片网址：448𝟖𝟒𝟔𝟵.com', 'Eric Bana']",Peter Berg,"['based on novel or book', 'fight', 'afghanistan', 'biography', 'taliban', 'survival', 'u.s. navy seal', 'military', 'dangerous mission', 'soldiers', 'bold']",https://image.tmdb.org/t/p/w500/zaBIrloyhGK7iNTZMb3f9SARsl8.jpg
10066,House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,"['Mystery', 'Horror', 'Thriller']",6.0,3077,2005-05-05,en,7.4818,False,113,40000000,68766121,"['Elisha Cuthbert', 'Chad Michael Murray', 'Brian Van Holt', 'Paris Hilton', 'Jared Padalecki']",Jaume Collet-Serra,"['louisiana', 'traffic jam', 'remake', 'murder', 'wax museum', 'slasher', 'twins', 'group of friends', 'ghost town', 'wax', 'waxwork', 'brother sister relationship', '2000s']",https://image.tmdb.org/t/p/w500/aCLSgw1DaqkRvosYc3YUttBTtpT.jpg
136799,Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.","['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",6.639,3628,2016-10-13,en,7.1857,False,92,125000000,347337803,"['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse', 'Christine Baranski']",Mike Mitchell,"['friendship', 'hunger', 'villain', 'musical', 'based on toy', 'troll', 'kids', 'jukebox musical']",https://image.tmdb.org/t/p/w500/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg
1151534,Nowhere,"A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to the child while lost at sea, where she must fight to survive.","['Thriller', 'Drama']",7.357,1422,2023-09-29,es,7.4699,False,109,0,0,"['Anna Castillo', 'Tamar Novas', 'Irina Bravo', 'Victoria Teijeiro', 'Lucia Soria']",Albert Pintó,"['lost at sea', 'survival at sea', 'absurd', 'awestruck', 'distressing', 'tragic']",https://image.tmdb.org/t/p/w500/cVxIX8JJJB179zh7wcUt0A6TpQQ.jpg
1173558,Burning Betrayal,"Babi discovers a betrayal by her long-term partner and decides to embark on a new adventure in life. On this journey, she meets judge Marco and they begin to live a story permeated by a lot of sexual tension.","['Drama', 'Mystery', 'Romance']",6.324,193,2023-10-25,pt,7.4693,False,99,0,0,"['Giovanna Lancellotti', 'Leandro Lima', 'Camilla de Lucas', 'Bruno Montaleone', 'Micael Borges']",Diego Freitas,['based on novel or book'],https://image.tmdb.org/t/p/w500/3MxgXI3VO7QCNnP0mPBjxLIemNM.jpg
44833,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.","['Thriller', 'Action', 'Adventure', 'Science Fiction']",5.862,5588,2012-04-11,en,7.4657,False,131,209000000,303025485,"['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna', 'Brooklyn Decker', 'Tadanobu Asano']",Peter Berg,"['fight', 'u.s. navy', 'mind reading', 'hong kong', 'football (soccer)', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'aftercreditsstinger', 'naval warfare', 'uss missouri', 'based on board game']",https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg
68724,Elysium,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.","['Science Fiction', 'Action', 'Drama', 'Thriller']",6.512,8999,2013-08-07,en,7.4644,False,109,115000000,286140700,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Diego Luna', 'Wagner Moura']",Neill Blomkamp,"['future', 'capitalism', 'dystopia', 'space station', 'class conflict', 'late stage capitalism', 'health inequality', 'social inequality', 'wealth inequality']",https://image.tmdb.org/t/p/w500/uiiXHBd9oUrtUa4YqZiAoy05cRz.jpg
848538,Argylle,"When the plots of reclusive author Elly Conway's fictional espionage novels begin to mirror the covert actions of a real-life spy organization, quiet evenings at home become a thing of the past. Accompanied by her cat Alfie and Aidan, a cat-allergic spy, Elly races across the world to stay one step ahead of the killers as the line between Conway's fictional world and her real one begins to blur.","['Action', 'Adventure', 'Comedy', 'Thriller']",6.05,1456,2024-01-31,en,7.4634,False,139,200000000,96221061,"['Bryce Dallas Howard', 'Sam Rockwell', 'Bryan Cranston', ""Catherine O'Hara"", 'Henry Cavill']",Matthew Vaughn,"['cat', 'spy', 'secret agent', ""writer's block"", 'author', 'novelist', 'aftercreditsstinger', 'secrets', 'absurd', 'cliché']",https://image.tmdb.org/t/p/w500/siduVKgOnABO4WH4lOwPQwaGwJp.jpg
16052,Selena,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.","['Drama', 'Music', 'History']",7.727,1238,1997-03-21,en,7.4633,False,127,20000000,60000000,"['Jennifer Lopez', 'Jackie Guerra', 'Constance Marie', 'Alex Meneses', 'Jon Seda']",Gregory Nava,"['texas', 'biography', 'singer', 'elopement', 'bustier', 'fan club', 'corpus christi']",https://image.tmdb.org/t/p/w500/j8xX3yBAFOayfSaImgLZPnAcdWz.jpg
912916,The Other Zoey,"Highly intelligent computer major Zoey Miller is uninterested in romantic love, but her life is turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend.","['Romance', 'Drama', 'Comedy']",7.043,419,2023-10-19,en,7.5908,False,91,0,168000,"['Josephine Langford', 'Drew Starkey', 'Archie Renaux', 'Mallori Johnson', 'Andie MacDowell']",Sara Zandieh,"['snowboarding', 'mistaken identity', 'romcom', 'romance', 'duringcreditsstinger', 'teenager', 'comedy', 'admiring', 'adoring']",https://image.tmdb.org/t/p/w500/rh9fwqA98ufdx9vP7V6lLhfpfk1.jpg
590223,Love and Monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.","['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.3,4113,2020-10-16,en,7.3852,False,109,30000000,1122066,"[""Dylan O'Brien"", 'Jessica Henwick', 'Michael Rooker', 'Dan Ewing', 'Ariana Greenblatt']",Michael Matthews,"['monster', 'bunker', 'post-apocalyptic future', 'coming of age', 'mutant animal', 'psychotronic', 'giant crab', 'teenager']",https://image.tmdb.org/t/p/w500/718NnyxyQuBQcGWt9sdelA1Zc3h.jpg
10545,The Hunchback of Notre Dame,"Isolated bell-ringer Quasimodo wishes to leave Notre Dame tower against the wishes of Judge Claude Frollo, his stern guardian and Paris' strait-laced Minister of Justice. His first venture to the outside world finds him Esmeralda, a kind-hearted and fearless Romani woman who openly stands up to Frollo's tyranny.","['Drama', 'Animation', 'Family']",7.1,5060,1996-06-21,en,7.4496,False,91,100000000,325300000,"['Tom Hulce', 'Demi Moore', 'Tony Jay', 'Kevin Kline', 'Charles Kimbrough']",Gary Trousdale,"['dance', 'paris, france', 'based on novel or book', 'judge', 'sword', 'obsession', 'mockery', 'ugliness', 'cathedral', 'cartoon', 'villain', 'musical', 'fool', 'bell', 'religion', 'orphan', 'army captain', 'festival', 'angry mob', 'notre dame cathedral', 'witch hunt', '15th century']",https://image.tmdb.org/t/p/w500/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg
139038,A Haunted House,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.","['Comedy', 'Horror']",5.941,1927,2013-01-11,en,7.4248,False,86,2500000,60141683,"['Marlon Wayans', 'Essence Atkins', 'Nick Swardson', 'Cedric the Entertainer', 'David Koechner']",Michael Tiddes,"['ghostbuster', 'haunted house', 'parody', 'crude humor', 'spoof', 'horror spoof', 'fake documentary', 'demonic possession', 'found footage', 'paranormal activity', 'duringcreditsstinger', 'spooky house', 'horror parody']",https://image.tmdb.org/t/p/w500/tpw6kvuAJBo1CGRw1Bwdz1KU0hc.jpg
