id,title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,adult,runtime,budget,revenue,cast,director,keywords,poster_url
6620,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.","['Comedy', 'Romance', 'Drama']",7.504,1261,1954-09-10,en,3.0493,False,113,2239000,10000000,"['Audrey Hepburn', 'William Holden', 'Humphrey Bogart', 'Walter Hampden', 'John Williams']",Billy Wilder,"['chauffeur', 'sibling relationship', 'champagne', 'playboy', 'love', 'teenage crush', 'millionaire', 'high society', 'manhattan, new york city', 'impossible love', 'family disapproval']",https://image.tmdb.org/t/p/w500/8vvgKw3DbEPNlJAdHe7xXzhb2gN.jpg
338676,Extinction,"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.","['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']",6.252,699,2015-08-07,en,3.0487,False,110,7000000,2350695,"['Matthew Fox', 'Jeffrey Donovan', 'Quinn McColgan', 'Valeria Vereau', 'Clara Lago']",Miguel Ángel Vivas,"['mutant', 'zombie', 'zombie apocalypse', 'dramatic', 'hum']",https://image.tmdb.org/t/p/w500/zwIDreu9pYCqKpv4jomqVM9yX1e.jpg
6964,Something's Gotta Give,"When perpetually single, aging music industry exec Harry Sanborn, and his latest trophy girlfriend, Marin, arrive at her mother's beach house in the Hamptons, they find that her mother, playwright Erica Barry, also plans to stay for the weekend. Erica is scandalized by the relationship and Harry's sexist ways. But when Harry has a heart attack while there, and the doctor prescribes bedrest, his only option is to stay at the Barry home. Left in the care of Erica and his doctor, a love triangle starts to take shape.","['Drama', 'Comedy', 'Romance']",6.633,1627,2003-12-12,en,3.0479,False,128,80000000,270000000,"['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves', 'Frances McDormand', 'Amanda Peet']",Nancy Meyers,"['new york city', 'paris, france', 'heart attack', 'age difference', 'womanizer', 'playwright', 'dating', 'falling in love', 'older man younger woman relationship', 'divorcee', 'heartbreak', 'emergency doctor', 'older woman younger man relationship', 'woman director', 'recuperation', 'mother daughter relationship', 'old bachelor', 'mother and daughter']",https://image.tmdb.org/t/p/w500/4fQJjwbDf1KELvJJMcmAV6AxJdH.jpg
10320,The Ring Two,"After the ordeal with Samara, Rachel and Aiden move to a rural town. But soon Rachel learns about the death of a girl in a similar fashion. To save Aiden, she must dig into Samara's past even further.","['Drama', 'Horror', 'Thriller']",5.741,2303,2005-03-10,en,3.0478,False,110,50000000,161451538,"['Naomi Watts', 'Simon Baker', 'David Dorfman', 'Elizabeth Perkins', 'Gary Cole']",Hideo Nakata,"['based on novel or book', 'nightmare', 'nun', 'son', 'bath tub', 'sequel', 'remake', 'vision', 'mental institution', 'woman reporter', 'videotape', 'evil child', 'mysterious', 'suspenseful', 'gloomy']",https://image.tmdb.org/t/p/w500/bHbz7z2pecTawhkqLpuC2m0qywe.jpg
400090,The Nightingale,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.","['Drama', 'Thriller', 'Western']",7.045,583,2018-09-23,en,3.0468,False,136,0,855756,"['Aisling Franciosi', 'Sam Claflin', 'Baykali Ganambarr', 'Damon Herriman', 'Harry Greenwood']",Jennifer Kent,"['australia', 'rape', 'revenge', 'murder', 'brutality', 'racial prejudice', 'rape and revenge', 'woman director', 'australian aboriginal', 'tasmania', '19th century', 'aborigine', 'colonization']",https://image.tmdb.org/t/p/w500/9nRpZmvdEgq8hMu1rNyc90XQtH6.jpg
192102,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","['Action', 'Drama', 'Thriller']",6.095,2184,2014-02-14,en,3.0462,False,113,28000000,53260230,"['Kevin Costner', 'Amber Heard', 'Hailee Steinfeld', 'Connie Nielsen', 'Tómas Lemarquis']",McG,"['central intelligence agency (cia)', 'paris, france', 'killing', 'retirement', 'family', 'secret service', 'dying', 'illegal drugs', 'cleaner', 'married man', 'estranged daughter']",https://image.tmdb.org/t/p/w500/8xOH2JhBHPmk2ZCniBpWhiZ6xeC.jpg
11411,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.","['Action', 'Adventure', 'Science Fiction']",4.6,1280,1987-07-24,en,3.0455,False,90,17000000,36681020,"['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Mariel Hemingway', 'Jackie Cooper']",Sidney J. Furie,"['saving the world', 'superhero', 'mountain', 'nuclear missile', 'convertible', 'us army', 'sequel', 'alter ego', 'laboratory', 'super power', 'catholic school', 'newspaper editor', 'nuclear weapons', 'disarmament', 'volcanic eruption', 'great wall of china', 'superhuman strength']",https://image.tmdb.org/t/p/w500/aQ1d9OB0xtAenIL0Ke3xV17St4S.jpg
6171,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.","['Drama', 'Horror', 'Science Fiction', 'Thriller']",5.6,1760,2003-03-21,en,3.0455,False,136,68000000,81240206,"['Morgan Freeman', 'Thomas Jane', 'Jason Lee', 'Damian Lewis', 'Timothy Olyphant']",Lawrence Kasdan,"['based on novel or book', '1970s', 'religion and supernatural', 'snowstorm', 'alien', 'friends', 'childhood', 'mysterious', 'complex', 'vacation gone wrong']",https://image.tmdb.org/t/p/w500/lLhvwLNU4pLgvaNREVFaQ4n3lCf.jpg
29912,The Robe,"Drunk and disillusioned Roman, Marcellus Gallio, wins Jesus' robe in a dice game after the crucifixion. Marcellus has never been a man of faith like his slave, Demetrius, but when Demetrius escapes with the robe, Marcellus experiences disturbing visions and feels guilty for his actions. Convinced that destroying the robe will cure him, Marcellus sets out to find Demetrius — and discovers his Christian faith along the way.","['Drama', 'History']",6.8,246,1953-09-16,en,3.0451,False,135,4350000,36000000,"['Richard Burton', 'Jean Simmons', 'Victor Mature', 'Richard Boone', 'Leon Askin']",Henry Koster,"['epic', 'palestine', 'roman empire', 'christianity', 'crucifixion', 'bible', 'ancient rome', 'slave auction', 'robe', 'slave', 'guilt', '1st century', 'caligula', 'christian film', 'preserved film']",https://image.tmdb.org/t/p/w500/qFYZNGzftIM8dqGMJBToGraAFJp.jpg
50253,Saint Seiya Heaven Chapter: Overture,"After the bloody battle against Hades, the goddess Athena and her saints are still recovering when they find themselves face to face with their newest and most formidable foe: the dreadful moon goddess Artemis. Artemis replaces Athena as the earth guardian deity and takes over the Sanctuary, turning Athena's Saints into her servants.  Upon invading the Sanctuary, the Bronze Saints learn that Athena was banished by Artemis and decide to fight the moon goddess in order to rescue their true goddess and free the Earth from Artemis's ominous control.","['Animation', 'Fantasy']",7.643,262,2004-02-14,ja,3.0445,False,83,0,0,"['Toru Furuya', 'Hirotaka Suzuoki', 'Koichi Hashimoto', 'Ryo Horikawa', 'Hideyuki Hori']",Shigeyasu Yamauchi,"['fight', 'greek mythology', 'god', 'epic battle', 'shounen', 'anime']",https://image.tmdb.org/t/p/w500/w1id1iEKogRjmMffAM01ZcWwBLR.jpg
418078,It Comes at Night,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.","['Drama', 'Horror', 'Mystery']",5.852,2415,2017-06-09,en,3.0433,False,91,5000000,19280931,"['Joel Edgerton', 'Christopher Abbott', 'Carmen Ejogo', 'Riley Keough', 'Kelvin Harrison, Jr.']",Trey Edward Shults,"['fire', 'nightmare', 'nihilism', 'darkness', 'homicide', 'door', 'paranoia', 'post-apocalyptic future', 'forest', 'fear', 'dog', 'madness', 'pandemic', 'infected', 'cremation', 'hopelessness', 'malevolence', 'suspenseful']",https://image.tmdb.org/t/p/w500/rNKJpFMlOZn5zkzBPZxEJrQn5Km.jpg
40805,The Green Hornet,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.","['Action', 'Crime', 'Comedy']",5.584,3278,2011-01-12,en,3.0433,False,119,120000000,227817248,"['Seth Rogen', 'Jay Chou', 'Cameron Diaz', 'Tom Wilkinson', 'Christoph Waltz']",Michel Gondry,"['martial arts', 'assassin', 'bomb', 'superhero', 'nightclub', 'vandalism', 'training', 'knife', 'trap', 'playboy', 'revenge', 'kato', 'meth lab']",https://image.tmdb.org/t/p/w500/1YrRviphr3eXPus9iHyQX56QgIE.jpg
169881,The Physician,"England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.","['Adventure', 'Drama', 'History']",7.347,1090,2013-12-25,en,3.0424,False,155,36000000,57300000,"['Tom Payne', 'Ben Kingsley', 'Stellan Skarsgård', 'Olivier Martinez', 'Emma Rigby']",Philipp Stölzl,"['based on novel or book', 'persia', 'jew persecution', 'historical figure', 'religious fundamentalism', 'teacher student relationship', 'middle ages (476-1453)', 'medieval', 'black death', 'medical student', '11th century', 'medieval england', 'medieval physician', 'seljuk turks']",https://image.tmdb.org/t/p/w500/6koFQEuyZKNYcBMSVEHYtAeIpUE.jpg
80585,Rock of Ages,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.","['Comedy', 'Drama', 'Romance', 'Music']",6.218,1276,2012-06-13,en,3.0424,False,123,75000000,59400000,"['Julianne Hough', 'Diego Boneta', 'Alec Baldwin', 'Tom Cruise', 'Russell Brand']",Adam Shankman,"['coming out', 'love triangle', 'rock star', 'musical', 'moral conflict', 'record producer', 'based on play or musical', 'alcoholism', 'rocker', 'hollywood', 'los angeles, california', 'rock musical', 'young love', 'music journalism', 'corrupt mayor', 'freelance journalist', '1980s', 'sunset strip', 'jukebox musical', 'church lady']",https://image.tmdb.org/t/p/w500/oVeE2QTUb14jPU2lYEGPE3s8T9j.jpg
379291,Justice League vs. Teen Titans,Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,"['Science Fiction', 'Action', 'Animation', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",7.274,977,2016-03-26,en,3.0422,False,78,0,0,"['Stuart Allan', 'Taissa Farmiga', ""Jason O'Mara"", 'Rosario Dawson', ""Jerry O'Connell""]",Sam Liu,"['superhero', 'cartoon', 'based on comic', 'super power', 'superhero team', 'teen superhero', 'dc animated movie universe']",https://image.tmdb.org/t/p/w500/ctHGhbe19xIX6wlECsFydHiha4W.jpg
793998,Happening,"France, 1963. Anne is a bright young student with a promising future ahead of her. But when she falls pregnant, she sees the opportunity to finish her studies and escape the constraints of her social background disappearing. With her final exams fast approaching and her belly growing, Anne resolves to act, even if she has to confront shame and pain, even if she must risk prison to do so.",['Drama'],7.199,444,2021-11-04,fr,3.0419,False,100,0,171765,"['Anamaria Vartolomei', 'Kacey Mottet Klein', 'Luàna Bajrami', 'Louise Orry-Diquéro', 'Pio Marmaï']",Audrey Diwan,"['france', 'pregnancy', 'woman director', 'abortion', '1960s']",https://image.tmdb.org/t/p/w500/f2lTAmLYpWpd8JxtJrMXFFGV9gZ.jpg
795607,Green Snake,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.","['Animation', 'Fantasy', 'Action', 'Adventure']",8.108,318,2021-07-23,zh,3.0415,False,131,0,87212911,"['Tang Xiaoxi', 'Zhang Fuzheng', 'Wei Chao', 'Zhao Mingzhou', 'Zheng Xiaopu']",Amp Wong,"['3d animation', 'white snake', 'donghua']",https://image.tmdb.org/t/p/w500/1zs5zsQDP5KuWwxIg9EUULLFEV.jpg
388399,Patriots Day,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.","['Action', 'Crime', 'Drama', 'History', 'Thriller']",7.057,2663,2016-12-12,en,3.0413,False,133,45000000,50548152,"['Mark Wahlberg', 'John Goodman', 'J.K. Simmons', 'Kevin Bacon', 'Michelle Monaghan']",Peter Berg,"['boston, massachusetts', 'massachusetts', 'police chief', 'terrorism', 'aggressive', 'reflective', 'manhunt', 'boston marathon', 'sinister']",https://image.tmdb.org/t/p/w500/mIDxsJTrOC7NhgOo3GziiHyKfsQ.jpg
8844,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.","['Adventure', 'Fantasy', 'Family']",7.235,10710,1995-12-15,en,3.0411,False,104,65000000,262821940,"['Robin Williams', 'Kirsten Dunst', 'Bradley Pierce', 'Bonnie Hunt', 'Jonathan Hyde']",Joe Johnston,"['giant insect', 'board game', 'disappearance', 'jungle', 'recluse', 'stampede', 'based on young adult novel', 'mischievous']",https://image.tmdb.org/t/p/w500/p67m5dzwyxWd46a6of2c9IVfQz7.jpg
4551,Be Cool,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive along the way.","['Comedy', 'Crime']",5.474,903,2005-03-04,en,3.0411,False,118,53000000,95200000,"['John Travolta', 'Uma Thurman', 'Vince Vaughn', 'Cedric the Entertainer', 'Dwayne Johnson']",F. Gary Gray,"['bratva (russian mafia)', 'widow', 'nightclub', 'baseball bat', 'recording contract', 'recording studio', 'music business', 'pawnshop']",https://image.tmdb.org/t/p/w500/ekKCH7Zkb5ZTr1f1AczZY23FH.jpg
21032,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.","['Family', 'Animation', 'Adventure']",7.304,2059,1995-12-22,en,3.0407,False,78,31000000,11348324,"['Kevin Bacon', 'Bob Hoskins', 'Bridget Fonda', 'Jim Cummings', 'Phil Collins']",Simon Wells,"['wolf', 'pet', 'cartoon', 'dog-sledding race', 'alaska', 'dog', 'goose', 'bear attack', 'dog sled', 'cartoon wolf', 'pets', 'cartoon animal']",https://image.tmdb.org/t/p/w500/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg
11113,My Fair Lady,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,"['Music', 'Comedy', 'Romance']",7.508,1330,1964-10-21,en,3.0406,False,170,17000000,72661442,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway', 'Wilfrid Hyde-White', 'Gladys Cooper']",George Cukor,"['transformation', 'musical', 'flower girl', 'colonel', 'suitor', 'wager', 'class differences', 'tutor', 'aristocrat', 'linguist', 'high society', 'misogynist', 'guttersnipe', 'class prejudice', 'opposites attract', 'pygmalion']",https://image.tmdb.org/t/p/w500/bTXVc29lGSNclf94VIZ49W4gGKl.jpg
124459,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",['Comedy'],5.682,1442,2013-03-14,en,3.0375,False,100,30000000,27437881,"['Steve Carell', 'Steve Buscemi', 'Olivia Wilde', 'Jim Carrey', 'James Gandolfini']",Don Scardino,"['magic', 'las vegas']",https://image.tmdb.org/t/p/w500/Bl95sg5Ljo3Hu9SSL0JOvLerLh.jpg
325133,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,['Comedy'],5.819,4438,2016-05-04,en,3.0371,False,92,35000000,108007109,"['Seth Rogen', 'Zac Efron', 'Rose Byrne', 'Chloë Grace Moretz', 'Dave Franco']",Nicholas Stoller,"['alcohol', 'college', 'sequel', 'sorority', 'neighbor', 'family', 'fraternity', 'bathroom humor']",https://image.tmdb.org/t/p/w500/gu3PEiV2uEUXYWbmg1Oiw21Waa.jpg
10756,The Haunted Mansion,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.","['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']",5.7,2051,2003-11-26,en,3.0371,False,99,90000000,182290266,"['Eddie Murphy', 'Marsha Thomason', 'Terence Stamp', 'Nathaniel Parker', 'Jennifer Tilly']",Rob Minkoff,"['estate agent', 'magic', 'secret passage', 'haunted house', 'family vacation', 'ghost', 'aftercreditsstinger', 'based on theme park ride']",https://image.tmdb.org/t/p/w500/lGi5yio4pdDz5PkSeZCbnMQz5vK.jpg
975902,Boudica,"Inspired by events in A.D. 60, Boudica follows the eponymous Celtic warrior who rules the Iceni people alongside her husband Prasutagus. When he dies at the hands of Roman soldiers, Boudica’s kingdom is left without a male heir and the Romans seize her land and property.  Driven to the edge of madness and determined to avenge her husband’s death, Boudica rallies the various tribes from the region and wages an epic war against the mighty Roman empire.","['Action', 'War']",5.923,155,2023-10-26,en,3.0367,False,101,0,0,"['Olga Kurylenko', 'Peter Franzén', 'Clive Standen', 'Lucy Martin', 'Nick Moran']",Jesse V. Johnson,['female protagonist'],https://image.tmdb.org/t/p/w500/ssEFC5wfFjj7lJpUgwJDOK1Xu1J.jpg
8697,Who Am I?,"A group of covert CIA operatives trailing a potential new energy source are double-crossed by corrupt agent Morgan, who causes a helicopter crash in remote South Africa. The sole survivor, suffering severe amnesia, is nursed to recovery by a kindly native tribe who call him ""Whoami"" after the question he keeps asking. With the help of a mysterious reporter Christine, Whoami pieces together his past and tracks the turncoat agent and his criminal cohorts.","['Adventure', 'Action', 'Comedy', 'Thriller']",7.108,895,1998-01-17,cn,3.0366,False,120,0,0,"['Jackie Chan', 'Michelle Ferre', 'Mirai Yamamoto', 'Ron Smerczak', 'Ed Nelson']",Jackie Chan,"['airplane', 'fight', 'africa', 'secret agent', 'fistfight', 'commando']",https://image.tmdb.org/t/p/w500/9YDKLbBmWGpxG5bO3TBawtNNOAr.jpg
635996,Wonderland,"In a world where an AI programme allows people to communicate with their deceased loved ones, a flight attendant and a mother question the meaning of reality and humanity.","['Science Fiction', 'Drama']",7.072,104,2024-06-05,ko,3.0342,False,113,0,4264268,"['Tang Wei', 'Bae Suzy', 'Park Bo-gum', 'Jung Yu-mi', 'Choi Woo-shik']",Kim Tae-yong,[],https://image.tmdb.org/t/p/w500/xGFjhFkqpOpFFUkEQjetKS11AWz.jpg
270774,Skiptrace,A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.,"['Action', 'Adventure', 'Crime', 'Comedy']",5.7,710,2016-07-21,en,3.034,False,107,32000000,58500000,"['Jackie Chan', 'Johnny Knoxville', 'Fan Bingbing', 'Eric Tsang Chi-Wai', 'Eve Torres']",Renny Harlin,"['detective', 'hong kong', 'chinese', 'american', 'criminal', 'gambler']",https://image.tmdb.org/t/p/w500/yepKO0bbXL2FSUoq93c7lkp0op1.jpg
158445,Miracle in Cell No. 7,A story about a mentally ill man wrongfully imprisoned for murder and his relationship with his 6 year old daughter.,"['Drama', 'Comedy']",7.9,449,2013-01-23,ko,3.0334,False,127,0,80300000,"['Ryu Seung-ryong', 'Park Shin-hye', 'Kal So-won', 'Jung Jin-young', 'Oh Dal-su']",Lee Hwan-kyung,"['parent child relationship', 'prison cell', 'wrongful imprisonment', 'mentally challenged']",https://image.tmdb.org/t/p/w500/6sqbCqk6tFQgO2nsVqnez7xdRLx.jpg
